abbreviatedaddress,city,zipcode,latitude,longitude,bathrooms,bedrooms,lotsize,date_sold,price,zestimate,median_income
7425 SE 22nd Ave,Portland,97202,45.47128296,-122.6427689,2,4,4791,10/16/2020,685000,759600,39879
3803 SE Carlton St,Portland,97202,45.47796249,-122.6235199,2,4,7840,3/9/2021,581500,617500,39879
5965 SE 23rd Ave,Portland,97202,45.47901154,-122.6427307,2,3,6098,12/22/2020,634900,695900,39879
4741 SE 34th Ave,Portland,97202,45.48863602,-122.6297226,2,4,5227,3/9/2021,640000,679600,39879
4026 SE Bybee Blvd,Portland,97202,45.47225189,-122.6213913,3,3,2178,3/29/2021,550000,579000,39879
2928 SE Tacoma St,Portland,97202,45.46304321,-122.6324615,1,3,6098,6/1/2021,480000,491100,39879
5714 SE 15th Ave,Portland,97202,45.48141861,-122.6505356,1,3,5950,12/4/2020,500000,551300,39879
2876 SE Woodward St,Portland,97202,45.50172806,-122.636055,2,5,4791,3/23/2021,760000,795400,39879
3935 SE 34th Ave,Portland,97202,45.4942131,-122.6300812,2,4,4791,7/28/2020,550000,629900,39879
3647 SE Tolman St,Portland,97202,45.47726059,-122.6255264,1,3,5000,2/26/2021,500000,748900,39879
3348 SE Kelly St,Portland,97202,45.49958038,-122.6305084,1,2,3920,11/13/2020,500000,555000,39879
5903 SE 19th Ave,Portland,97202,45.47989273,-122.6466217,1,2,4600,10/15/2020,845000,937300,39879
3034 SE 8th Ave,Portland,97202,45.5009613,-122.6574936,2,4,4356,3/10/2021,671000,705900,39879
1114 SE Lexington St,Portland,97202,45.46695709,-122.6545715,3,5,4791,10/15/2020,785000,870800,39879
5252 SE 18th Ave,Portland,97202,45.48475647,-122.6470108,1,1,6969,8/13/2020,499000,463500,39879
7717 SE 18th Ave,Portland,97202,45.4691124,-122.6464539,2,3,4791,4/23/2021,679000,701800,39879
7314 SE 19th Ave,Portland,97202,45.47182846,-122.6451797,2,3,5000,3/31/2021,686000,715900,39879
5917 SE 23rd Ave,Portland,97202,45.4797287,-122.6427994,1,2,4791,8/27/2020,512000,581200,39879
3215 SE Brooklyn St,Portland,97202,45.50144958,-122.6321335,4,4,4791,8/13/2020,1055000,1191500,39879
1305 SE Reynolds St,Portland,97202,45.4910202,-122.6521988,2,4,3920,10/5/2020,563000,631900,39879
1324 SE Rex St,Portland,97202,45.46988297,-122.6523972,3,3,4356,2/26/2021,660000,698000,39879
1451 SE Malden St,Portland,97202,45.46962357,-122.6508789,2,4,4791,8/13/2020,690000,779500,39879
2544 SE 16th Ave,Portland,97202,45.50418091,-122.6493683,2,3,4791,11/24/2020,706000,771800,39879
2015 SE Spokane St,Portland,97202,45.46524811,-122.6436691,2,3,4791,4/15/2021,693000,718400,39879
724 SE Miller St,Portland,97202,45.46632767,-122.658371,3,3,3484,4/15/2021,612000,639200,39879
3200 SE 21st Ave,Portland,97202,45.49995422,-122.6443253,2,3,3920,10/8/2020,525000,588800,39879
8120 SE 11th Ave,Portland,97202,45.46389389,-122.6547928,2,5,5000,4/15/2021,635000,663200,39879
3411 SE Clinton St,Portland,97202,45.50371552,-122.6292725,2,4,3484,9/18/2020,810000,904900,39879
7514 SE 18th Ave,Portland,97202,45.47067642,-122.6460571,2,3,4791,3/31/2021,680000,709700,39879
7336 SE 17th Ave,Portland,97202,45.47143936,-122.6471252,2,4,4791,11/9/2020,542000,602400,39879
7879 SE 11th Ave,Portland,97202,45.46735001,-122.6551971,2,3,3484,3/23/2021,750000,784900,39879
7921 SE 31st Ave,Portland,97202,45.46704865,-122.6317139,3,4,7405,3/12/2021,975000,1025300,39879
4002 SE Crystal Springs Blvd,Portland,97202,45.46480942,-122.6217651,3,3,2613,3/3/2021,520000,553800,39879
4828 SE 35th Ave,Portland,97202,45.48774338,-122.6278381,3,5,7840,1/26/2021,689950,833000,39879
3834 SE Crystal Springs Blvd,Portland,97202,45.46480942,-122.6228943,2,3,4791,3/3/2021,638000,679500,39879
8025 SE 8th Ave #A,Portland,97202,45.4653244,-122.6582947,2,2,4791,5/13/2021,625000,635300,39879
3393 SE Tibbetts St,Portland,97202,45.50073242,-122.6295013,3,4,3920,2/18/2021,887500,944100,39879
5833 SE 41st Ave,Portland,97202,45.4801178,-122.6209335,2,2,7840,7/12/2021,575000,576000,39879
3610 SE 8th Ave,Portland,97202,45.49666977,-122.6575623,3,3,4791,4/12/2021,555000,580500,39879
1534 SE Rex St,Portland,97202,45.46990967,-122.6501083,1,3,5000,3/1/2021,637250,679300,39879
7648 SE 18th Ave,Portland,97202,45.46943283,-122.6459122,2,5,5946,5/4/2021,735000,757300,39879
7715 SE 31st Ave,Portland,97202,45.46841812,-122.6317139,2,4,7405,3/31/2021,700000,730500,39879
4732 SE 35th Ave,Portland,97202,45.48862839,-122.6280441,3,5,4356,5/6/2021,836000,859400,39879
4645 SE 33rd Pl,Portland,97202,45.489048,-122.6307297,3,3,5227,10/8/2020,549900,616700,39879
6624 SE 36th Ave,Portland,97202,45.47483063,-122.6262512,2,3,7840,3/31/2021,910000,949700,39879
935 SE Bidwell St,Portland,97202,45.46810913,-122.6561661,2,3,4791,5/13/2021,950000,975000,39879
1335 SE Lambert St,Portland,97202,45.46881866,-122.6521912,3,4,4791,5/6/2021,905000,930400,39879
1436 SE Rex St,Portland,97202,45.46989822,-122.6508865,2,3,4791,3/23/2021,630000,665200,39879
3920 SE Woodstock Blvd,Portland,97202,45.47894669,-122.6221695,3,4,5662,5/13/2021,775000,794100,39879
1144 SE Spokane St,Portland,97202,45.46481705,-122.6539917,3,3,4791,12/30/2020,698000,754500,39879
1145 SE Sherrett St,Portland,97202,45.461689,-122.6539917,4,4,4791,9/18/2020,985000,1100300,39879
2942 SE Tacoma St,Portland,97202,45.46303558,-122.6321411,2,4,7405,12/2/2020,510000,561200,39879
7105 SE 21st Ave,Portland,97202,45.47330093,-122.6439896,2,3,4791,4/9/2021,707165,735200,39879
3504 SE Franklin St,Portland,97202,45.49874496,-122.6283493,2,3,8276,5/13/2021,550000,567200,39879
6223 SE 18th Ave,Portland,97202,45.47758102,-122.6474762,2,3,4791,11/2/2020,667000,735700,39879
1342 SE Flavel St,Portland,97202,45.47060013,-122.6520691,3,5,5227,3/1/2021,950000,1003000,39879
1739 SE Lexington St,Portland,97202,45.46725845,-122.6461487,2,4,4791,1/26/2021,649950,703400,39879
4233 SE 29th Ave,Portland,97202,45.49222183,-122.6359177,2,3,4791,12/2/2020,601000,662900,39879
3014 SE Gladstone St,Portland,97202,45.49311066,-122.6342621,1,3,4791,1/26/2021,512000,554100,39879
8415 SE 11th Ave,Portland,97202,45.46189499,-122.6552963,2,4,5000,11/29/2020,505000,813300,39879
2870 SE Tibbetts St,Portland,97202,45.50030136,-122.6362,3,5,3920,10/8/2020,765000,850100,39879
1604 SE Lambert St,Portland,97202,45.46837997,-122.6488037,4,5,4791,4/6/2021,850000,884500,39879
3353 SE 13th Ave,Portland,97202,45.49876785,-122.6525497,1,4,2850,7/27/2020,231000,599400,39879
3665 SE Flavel St,Portland,97202,45.46933365,-122.624733,2,3,4791,9/15/2020,495000,559000,39879
3907 SE 9th Ave,Portland,97202,45.49433517,-122.6567535,2,4,5227,4/4/2021,675000,703000,39879
6515 SE 20th Ave,Portland,97202,45.47616959,-122.6453094,2,2,4791,5/13/2021,625000,581400,39879
6824 SE 20th Ave,Portland,97202,45.4745369,-122.6445313,1,2,4791,5/24/2021,640000,656800,39879
2025 SE Reedway St,Portland,97202,45.48187256,-122.6448364,1,2,4791,3/26/2021,553000,583600,39879
6304 SE 17th Ave,Portland,97202,45.47726059,-122.6478271,1,3,5000,4/29/2021,480000,498100,39879
8718 SE 15th Ave,Portland,97202,45.45975494,-122.6507034,1,2,4791,5/12/2021,543700,561300,39879
6506 SE 21st Ave,Portland,97202,45.47639465,-122.6437759,3,3,4791,9/15/2020,585000,660400,39879
2016 SE Ellis St,Portland,97202,45.48214722,-122.6450348,1,2,4791,5/12/2021,550000,567700,39879
2325 SE Tibbetts St,Portland,97202,45.5007515,-122.6419449,2,1,4791,6/15/2021,527000,535500,39879
3959 SE Francis St,Portland,97202,45.49496078,-122.6213684,3,3,5227,8/18/2020,527000,600000,39879
1830 SE Claybourne St,Portland,97202,45.47553635,-122.6462555,3,4,4791,9/15/2020,750000,838700,39879
3935 SE Taggart St,Portland,97202,45.50286865,-122.6218109,3,3,4791,4/4/2021,879000,915400,39879
4223 SE 10th Ave,Portland,97202,45.49260712,-122.6554718,4,3,3484,5/12/2021,525000,541700,39879
1807 SE Miller St,Portland,97202,45.4666481,-122.6459198,1,3,5227,12/2/2020,510000,562700,39879
4042 SE Franklin St,Portland,97202,45.4987793,-122.6204605,3,4,6534,7/8/2020,683000,755300,39879
1214 SE Reynolds St,Portland,97202,45.49068832,-122.6527939,2,3,3484,11/30/2020,525000,579500,39879
4131 SE Bybee Blvd,Portland,97202,45.47271729,-122.620575,3,3,2500,10/13/2020,599900,671800,39879
1835 SE Lambert St,Portland,97202,45.46844864,-122.6453934,3,5,6534,8/27/2020,854000,960800,39879
7007 SE 28th Ave,Portland,97202,45.47319031,-122.6349411,3,4,7405,8/27/2020,805000,905700,39879
6435 SE 22nd Ave,Portland,97202,45.47654724,-122.6434021,2,4,5662,12/2/2020,560000,609800,39879
634 SE Manchester Pl,Portland,97202,45.45651627,-122.6488037,3,3,10890,11/13/2020,760000,878000,39879
7706 SE 17th Ave,Portland,97202,45.46922684,-122.6468582,2,4,4791,12/2/2020,590000,650800,39879
3815 SE Knapp St,Portland,97202,45.47070313,-122.6231842,3,4,4791,1/10/2021,739000,795600,39879
4122 SE 28th Pl,Portland,97202,45.49291229,-122.6363907,4,4,4791,10/27/2020,730000,806600,39879
645 SE Saint Andrews Dr,Portland,97202,45.45595932,-122.6485901,3,3,19166,2/18/2021,1400000,1533700,39879
3903 SE Franklin Ct,Portland,97202,45.49874496,-122.622406,3,3,2178,7/12/2021,520000,531900,39879
1318 SE Center St,Portland,97202,45.49376297,-122.6522827,1,3,5227,8/27/2020,539900,613100,39879
3110 SE Berkeley Pl,Portland,97202,45.4641304,-122.6305161,3,3,5662,8/7/2020,601000,686400,39879
5531 SE 41st Ave,Portland,97202,45.48226166,-122.6209259,2,2,8712,11/12/2020,515000,571800,39879
3926 SE Lambert St,Portland,97202,45.46686172,-122.6219406,1,2,4791,7/6/2021,503250,463400,39879
3617 SE Rhine St,Portland,97202,45.49768829,-122.6257401,3,3,2178,7/28/2020,555000,635600,39879
3438 SE Tolman St,Portland,97202,45.4768219,-122.6273956,2,4,4791,7/30/2020,300000,872400,39879
3706 SE Franklin St,Portland,97202,45.49884796,-122.6250839,1,3,4356,8/7/2020,532000,607600,39879
6614 SE 19th Ave,Portland,97202,45.47543335,-122.6456146,1,3,5000,1/26/2021,293000,732600,39879
2915 SE 26th Ave,Portland,97202,45.50166321,-122.6398849,2,3,3049,5/21/2021,680000,694800,39879
2731 SE 17th Ave,Portland,97202,45.50296783,-122.6489792,2,4,1434,6/3/2021,510000,521100,39879
3918 SE 34th Ave,Portland,97202,45.49444962,-122.6294937,3,3,2613,8/7/2020,619900,708000,39879
7625 SE 18th Ave,Portland,97202,45.46979141,-122.6465378,2,4,4791,4/23/2021,762000,787600,39879
4103 SE 25th Ave,Portland,97202,45.49320984,-122.6408768,2,3,3920,12/21/2020,477000,523000,39879
3710 SE Tibbetts St,Portland,97202,45.50034332,-122.625,2,4,6098,6/6/2021,685000,696400,39879
4636 SE 33rd Pl,Portland,97202,45.48911667,-122.6301346,3,4,5227,8/7/2020,535000,611100,39879
2814 SE 28th Ave,Portland,97202,45.50244522,-122.6373215,1,2,3920,6/25/2021,575000,582000,39879
7209 SE 30th Ave,Portland,97202,45.47247314,-122.6327209,3,3,6969,8/27/2020,865000,973200,39879
7123 SE 31st Ave,Portland,97202,45.47251511,-122.6317062,2,4,6098,6/23/2021,825000,833100,39879
7540 SE 32nd Ave,Portland,97202,45.46955109,-122.6300735,3,3,4791,4/26/2021,825000,851300,39879
5521 SE 41st Ave,Portland,97202,45.48244858,-122.6209259,2,3,4791,6/3/2021,482000,492700,39879
3654 SE Nehalem St,Portland,97202,45.46549225,-122.625061,3,3,4791,2/21/2021,728000,771200,39879
6433 SE 17th Ave,Portland,97202,45.47626495,-122.6483307,3,5,4791,4/14/2021,815000,845200,39879
5915 SE 19th Ave,Portland,97202,45.4797554,-122.646637,2,3,4791,1/26/2021,605000,654700,39879
7342 SE 29th Ave,Portland,97202,45.47129822,-122.63311,4,6,7405,7/24/2020,1250000,1038700,39879
7900 SE 29th Ave,Portland,97202,45.46776962,-122.6331177,3,4,4791,7/30/2020,775000,876200,39879
4031 SE Crystal Springs Blvd,Portland,97202,45.46517181,-122.6211395,2,3,4791,2/7/2021,586000,630700,39879
3555 SE Harold Ct,Portland,97202,45.48341751,-122.6266022,2,2,7405,8/7/2020,540000,616800,39879
6105 SE 40th Ave,Portland,97202,45.47830582,-122.6219559,3,5,4791,7/1/2021,840000,845800,39879
4340 SE 9th Ave,Portland,97202,45.49156952,-122.6550217,1,2,2875,6/1/2021,365000,489400,39879
3103 SE Cesar E Chavez Blvd,Portland,97202,45.50035477,-122.6229095,2,3,4356,6/25/2021,550000,556700,39879
7334 SE 36th Ave,Portland,97202,45.46994781,-122.6259537,2,3,3484,12/18/2020,580000,636600,39879
1836 SE Harold St,Portland,97202,45.48284912,-122.6467209,2,3,6534,3/7/2021,633000,672700,39879
4033 SE Malden St,Portland,97202,45.46796036,-122.6211777,2,4,4791,4/20/2021,609000,684300,39879
2818 SE 35th Ave,Portland,97202,45.50233459,-122.6283417,2,4,6600,5/4/2021,790000,812500,39879
1923 SE Tenino St,Portland,97202,45.46382141,-122.6444931,3,3,2613,2/7/2021,500000,538100,39879
1108 SE Linn St,Portland,97202,45.45917511,-122.654686,4,3,871,4/12/2021,515000,538700,39879
4706 SE 28th Ave,Portland,97202,45.4887886,-122.6373138,1,4,3920,4/29/2021,485000,503300,39879
4105 SE Flavel St,Portland,97202,45.46928024,-122.6209946,1,4,5662,6/29/2021,555000,560500,39879
5305 SE 34th Ave,Portland,97202,45.48453522,-122.6297226,3,4,9147,8/16/2020,525000,597900,39879
5946 SE 22nd Ave,Portland,97202,45.47932816,-122.6431503,1,3,4791,1/27/2021,530000,573300,39879
5924 SE Cesar E Chavez Blvd,Portland,97202,45.47943878,-122.6224213,2,4,6098,7/8/2020,588000,670600,39879
2742 SE 28th Ave,Portland,97202,45.50320053,-122.6374207,4,4,4791,7/8/2020,765000,863229,39879
6226 SE 40th Ave,Portland,97202,45.477314,-122.6213379,2,4,4791,1/27/2021,635000,686700,39879
3645 SE Tibbetts St,Portland,97202,45.50072861,-122.6252289,1,4,4791,9/29/2020,552000,620800,39879
1934 SE Reedway St,Portland,97202,45.48151398,-122.6455917,2,2,4791,1/15/2021,539900,586700,39879
3825 SE Steele St,Portland,97202,45.48487854,-122.6230621,3,3,2178,7/1/2021,550000,555000,39879
3003 SE 19th Ave,Portland,97202,45.50119781,-122.6468811,2,3,4791,1/12/2021,725000,780200,39879
2004 SE Bidwell St,Portland,97202,45.46749496,-122.6439438,2,5,4791,5/26/2021,721500,735400,39879
3820 SE Lexington St,Portland,97202,45.46617889,-122.6230621,2,3,7405,6/3/2021,548000,559900,39879
4335 SE 28th Pl,Portland,97202,45.4915123,-122.6369247,2,3,4791,1/7/2021,620000,675500,39879
1230 SE Lambert St,Portland,97202,45.46838379,-122.6536407,3,3,2613,3/4/2021,673000,710000,39879
3623 SE Nehalem St,Portland,97202,45.46590424,-122.6256561,3,3,4791,7/13/2021,730000,731100,39879
3940 SE Glenwood St,Portland,97202,45.47445679,-122.6217346,2,3,4791,5/4/2021,687000,707300,39879
7710 SE 18th Ave,Portland,97202,45.46914673,-122.645874,2,3,4791,6/29/2021,750000,755500,39879
1505 SE Martins St,Portland,97202,45.47885132,-122.6505051,1,4,4791,2/21/2021,505500,615200,39879
4511 SE 34th Ave,Portland,97202,45.48987198,-122.629715,1,3,5227,4/23/2021,541000,563200,39879
2544 SE 37th Ave,Portland,97202,45.50410843,-122.6249084,2,3,3484,3/18/2021,706000,740300,39879
2553 SE 31st Ave,Portland,97202,45.5039978,-122.6338806,3,3,2613,4/14/2021,795000,824800,39879
1002 SE Rex St,Portland,97202,45.46981049,-122.655777,2,3,5000,1/27/2021,780000,834700,39879
3630 SE Francis St,Portland,97202,45.49454498,-122.6259689,3,3,4791,8/24/2020,670000,754600,39879
4021 SE Tenino St,Portland,97202,45.46453476,-122.6212234,2,5,4791,12/30/2020,145000,750300,39879
3134 SE 36th Ave,Portland,97202,45.49994659,-122.6258698,2,3,6098,11/4/2020,700000,769600,39879
7224 SE 20th Ave,Portland,97202,45.47245789,-122.6442795,2,3,4791,11/15/2020,635000,704200,39879
1144 SE Rex St,Portland,97202,45.46981049,-122.6539841,3,4,4791,8/2/2020,845000,954500,39879
7115 SE 17th Ave,Portland,97202,45.47293472,-122.647934,2,3,5227,8/27/2020,607700,689900,39879
8612 SE 16th Ave,Portland,97202,45.46050262,-122.6487808,1,1,2500,8/27/2020,280000,319000,39879
8608 SE 19th Ave,Portland,97202,45.46060181,-122.6448822,4,3,1306,6/29/2021,718000,721800,39879
3625 SE Tolman St,Portland,97202,45.47726059,-122.6259384,3,4,5662,8/24/2020,760000,856000,39879
3209 SE Bybee Blvd,Portland,97202,45.47357559,-122.6300659,3,4,7405,12/18/2020,1190000,1292900,39879
2217 SE Clinton St,Portland,97202,45.50354004,-122.6431885,2,3,2613,7/15/2021,587350,588000,39879
6225 SE 32nd Ave,Portland,97202,45.4771843,-122.6306915,4,4,5662,12/18/2020,1075000,1168000,39879
2916 SE 18th Ave,Portland,97202,45.50178528,-122.6473618,3,3,3920,7/24/2020,845000,957400,39879
1552 SE Spokane St,Portland,97202,45.46481323,-122.6498184,3,4,5000,6/23/2021,500000,884300,39879
4820 SE 32nd Ave,Portland,97202,45.48775864,-122.632103,2,3,5227,1/27/2021,507000,548400,39879
4115 SE 16th Ave,Portland,97202,45.49313736,-122.6496658,1,3,4791,11/4/2020,500000,556400,39879
7715 SE 21st Ave,Portland,97202,45.46915054,-122.643486,2,3,4791,7/6/2021,650000,653300,39879
803 SE Umatilla St,Portland,97202,45.46305084,-122.6577759,3,3,2613,6/23/2021,565000,572100,39879
3403 SE 15th Ave,Portland,97202,45.49803925,-122.6505432,2,3,4791,6/23/2021,650000,658200,39879
1017 SE Clatsop St,Portland,97202,45.46097946,-122.6555862,4,3,4791,4/26/2021,730000,753200,39879
6626 SE 18th Ave,Portland,97202,45.4752388,-122.6466064,2,3,4791,10/2/2020,716500,797900,39879
3532 SE Franklin St,Portland,97202,45.49876785,-122.6277084,2,4,6969,5/28/2021,740000,754000,39879
3415 SE 15th Ave,Portland,97202,45.49788284,-122.6505356,2,3,4791,2/15/2021,600000,643400,39879
3138 SE Woodward St,Portland,97202,45.50172424,-122.6326218,2,3,3920,1/12/2021,480000,523600,39879
4102 SE 15th Ave,Portland,97202,45.49330902,-122.6500549,1,2,2500,12/29/2020,477000,521600,39879
2005 SE Tacoma St,Portland,97202,45.46453476,-122.6438675,1,1,4791,8/24/2020,335000,382000,39879
2030 SE Rex St,Portland,97202,45.47023773,-122.643692,4,3,4791,11/16/2020,1200000,1314500,39879
4124 SE Long St,Portland,97202,45.48859787,-122.6193237,2,3,4791,12/29/2020,600000,656100,39879
2425 SE Taggart St,Portland,97202,45.50288773,-122.6410294,2,3,4791,12/29/2020,631000,690000,39879
3731 SE Nehalem St,Portland,97202,45.46590424,-122.6235199,3,5,3920,5/4/2021,900000,925600,39879
3100 SE 21st Ave,Portland,97202,45.50049973,-122.6443176,2,3,3920,7/8/2020,734000,828248,39879
1215 SE Lexington St,Portland,97202,45.46739578,-122.6536102,4,6,5662,4/26/2021,675000,696800,39879
637 SE Saint Andrews Dr,Portland,97202,45.4559288,-122.6490097,3,3,19602,8/2/2020,1189900,1434200,39879
3644 SE Brooklyn St,Portland,97202,45.50100327,-122.6252518,1,2,3920,6/28/2021,540000,551000,39879
6607 SE Reed College Pl,Portland,97202,45.47475815,-122.6296844,4,4,6969,2/23/2021,1300000,1375900,39879
1429 SE Boise St,Portland,97202,45.49286652,-122.6506805,2,3,4791,4/12/2021,480000,561600,39879
7335 SE 18th Ave,Portland,97202,45.47146225,-122.6467438,1,2,4791,7/1/2021,601000,606400,39879
7520 SE 35th Ave,Portland,97202,45.46916962,-122.626915,3,5,7405,4/20/2021,1200000,1241400,39879
3679 SE Rex St,Portland,97202,45.468647,-122.624527,2,3,2613,10/29/2020,510000,568700,39879
2534 SE 32nd Ave,Portland,97202,45.5042572,-122.6322403,3,4,3484,4/29/2021,950000,979000,39879
3616 SE Steele St,Portland,97202,45.48448944,-122.6261978,1,2,6534,6/28/2021,565000,569600,39879
3723 SE 8th Ave,Portland,97202,45.49596405,-122.6581421,2,4,4617,7/14/2020,495000,562300,39879
3820 SE Clinton St,Portland,97202,45.5031395,-122.6237793,2,4,4356,7/10/2020,740000,834515,39879
5029 SE 36th Ave,Portland,97202,45.48612976,-122.6270218,3,5,8712,3/15/2021,856602,899300,39879
3505 SE Martins St,Portland,97202,45.47868729,-122.6271973,3,4,6969,4/20/2021,1130000,1169400,39879
1810 SE Yukon St,Portland,97202,45.47887039,-122.647049,1,2,6969,12/16/2020,685000,744700,39879
3923 SE Tibbetts St,Portland,97202,45.50072861,-122.6220398,2,3,3920,6/3/2021,600000,675300,39879
4603 SE 34th Ave,Portland,97202,45.48960114,-122.629631,1,3,5227,4/23/2021,503135,523800,39879
3804 SE Kelly St,Portland,97202,45.49957275,-122.6236801,2,3,4356,9/29/2020,585000,657900,39879
1577-1583 SE Spokane St,Portland,97202,45.46524429,-122.6493301,1,2,9500,10/2/2020,1090000,1015800,39879
5138 SE 36th Pl,Portland,97202,45.4855957,-122.6253738,3,4,5227,7/1/2021,515000,519600,39879
3376 SE 9th Ave,Portland,97202,45.49860001,-122.656517,2,4,4791,6/25/2021,655000,660600,39879
3354 SE Harold Ct,Portland,97202,45.48249435,-122.6295471,3,4,10018,6/25/2021,825000,832700,39879
8829 SE 13th Ave,Portland,97202,45.45879364,-122.6535263,4,3,871,3/12/2021,480000,509200,39879
3035 SE 9th Ave,Portland,97202,45.50095749,-122.6571045,3,4,4356,7/1/2021,616000,621800,39879
2815 SE 28th Pl,Portland,97202,45.50292206,-122.6368027,3,4,2178,8/19/2020,675000,758600,39879
7626 SE 27th Ave,Portland,97202,45.46966934,-122.6351395,2,3,5662,5/26/2021,860000,876600,39879
3823 SE 27th Ave,Portland,97202,45.4950943,-122.6389008,1,3,4000,7/1/2021,525000,529900,39879
6700 SE 36th Ave,Portland,97202,45.47441864,-122.6260147,3,4,7405,8/19/2020,877000,988900,39879
3911 SE 32nd Ave,Portland,97202,45.49456024,-122.6330032,2,4,10018,1/7/2021,650000,983100,39879
3932 SE 16th Ave,Portland,97202,45.49425507,-122.6490326,2,3,2178,7/16/2020,345000,435800,39879
